scenario_id,type,label,n_drones,n_nodes,n_edges_seq,n_edges_prox,n_edges_cov,n_edges_total,mean_node_anomaly,max_node_anomaly,pattern_pred,centroid_score,isoforest_score,knn_score,ensemble_score,interpretation,hdbscan_cluster,type_weight_seq,type_weight_prox,type_weight_cov
OVLP_150,coverage_overlap,coverage_overlap,3,240,474,14860,328,15662,0.45870667695999146,0.45891669392585754,collision_risk,0.8140434943308171,0.7814814339761808,1.0,0.8568056218897175,critical,-1,0.33333334,0.33333334,0.33333334
CONF_589,collision_risk,collision_risk,3,22,38,40,4,82,0.4586712121963501,0.4588550925254822,collision_risk,1.0,0.9739335437847191,0.21864987200526836,0.7551683791154682,critical,-1,0.33333334,0.33333334,0.33333334
CONF_269,collision_risk,collision_risk,3,22,38,40,8,86,0.4586528539657593,0.4587768316268921,collision_risk,0.9559942042969889,1.0,0.2164754421092713,0.7517408939218779,critical,-1,0.33333334,0.33333334,0.33333334
OVLP_235,coverage_overlap,coverage_overlap,3,130,254,386,2,642,0.4587775766849518,0.45890212059020996,collision_risk,0.972104012237861,0.9413778375345544,0.11804669334564644,0.7035963466888739,critical,-1,0.33333334,0.33333334,0.33333334
CONF_569,collision_risk,collision_risk,3,74,142,208,8,358,0.4586642384529114,0.4589054584503174,collision_risk,0.9122957152348085,0.9635432215723233,0.1140365995903824,0.6933169830764866,anomaly,-1,0.33333334,0.33333334,0.33333334
CONF_230,collision_risk,collision_risk,4,80,152,224,4,380,0.458658367395401,0.45892804861068726,collision_risk,0.9116196728289778,0.964589691838442,0.104201208995409,0.6905821412826928,anomaly,-1,0.33333334,0.33333334,0.33333334
CONF_170,collision_risk,collision_risk,3,35,64,80,0,144,0.4590054750442505,0.4591951370239258,collision_risk,0.8236157298722295,0.8011584648430267,0.18197305031212369,0.6221400199925167,anomaly,0,0.33333334,0.33333334,0.33333334
CONF_562,collision_risk,collision_risk,3,202,398,9628,0,10026,0.4587918519973755,0.4589488208293915,collision_risk,0.5589980633094904,0.5374727400242538,0.7969609804275417,0.6217768091308111,anomaly,0,0.33333334,0.33333334,0.33333334
OVLP_411,coverage_overlap,coverage_overlap,3,15,24,32,2,58,0.45874547958374023,0.4588872194290161,collision_risk,0.7795041440392599,0.8384161187309604,0.16860788524736986,0.6198000562783731,anomaly,2,0.33333334,0.33333334,0.33333334
CONF_553,collision_risk,collision_risk,3,17,28,40,4,72,0.45875975489616394,0.45888587832450867,collision_risk,0.7377857177291338,0.8788405204603237,0.1502711050310752,0.6179532550121922,anomaly,2,0.33333334,0.33333334,0.33333334
OVLP_604,coverage_overlap,coverage_overlap,5,84,158,776,162,1096,0.4587225317955017,0.4588623642921448,collision_risk,0.7869102582362785,0.8578293138273392,0.06340987089214899,0.5982277642694639,anomaly,2,0.33333334,0.33333334,0.33333334
OVLP_313,coverage_overlap,coverage_overlap,5,161,312,2608,568,3488,0.4587553143501282,0.4589381217956543,collision_risk,0.7144965117297234,0.6728160941387042,0.37436613140744734,0.5957852305966329,anomaly,3,0.33333334,0.33333334,0.33333334
CONF_651,collision_risk,collision_risk,4,53,98,68,4,170,0.4586260914802551,0.4588519334793091,collision_risk,0.7326350104580341,0.8252538848115104,0.14739435124968936,0.5941103624369212,anomaly,2,0.33333334,0.33333334,0.33333334
OVLP_319,coverage_overlap,coverage_overlap,4,53,98,1136,32,1266,0.4588254988193512,0.4589526355266571,collision_risk,0.7225149044186251,0.6776338528827708,0.342096249025486,0.5904368871863417,anomaly,3,0.33333334,0.33333334,0.33333334
CONF_270,collision_risk,collision_risk,3,225,444,144,0,588,0.45879310369491577,0.4588882625102997,collision_risk,0.5466254487038874,0.5177694556363768,0.7240438474190213,0.5883085710914233,anomaly,0,0.33333334,0.33333334,0.33333334
OVLP_390,coverage_overlap,coverage_overlap,4,39,70,958,108,1136,0.45885828137397766,0.45893940329551697,collision_risk,0.7193771079764618,0.6608002031044453,0.3272235091450396,0.5783002663782285,anomaly,3,0.33333334,0.33333334,0.33333334
OVLP_016,coverage_overlap,coverage_overlap,5,102,194,7388,480,8062,0.4588286578655243,0.4589354693889618,collision_risk,0.734881641794786,0.6262062633663366,0.3347245538288235,0.5713643640336175,anomaly,3,0.33333334,0.33333334,0.33333334
CONF_581,collision_risk,collision_risk,4,48,88,72,18,178,0.45865997672080994,0.4587917923927307,collision_risk,0.7078684460988532,0.8221158639873518,0.0890801874793728,0.5679309356684086,anomaly,2,0.33333334,0.33333334,0.33333334
OVLP_637,coverage_overlap,coverage_overlap,5,38,66,656,48,770,0.4588383138179779,0.45894330739974976,collision_risk,0.7340539990733451,0.6061020769109959,0.3492894473307348,0.5674438646856224,anomaly,3,0.33333334,0.33333334,0.33333334
CONF_676,collision_risk,collision_risk,4,50,92,110,0,202,0.45903611183166504,0.45922183990478516,collision_risk,0.718828754418511,0.7928322283495932,0.10318026826270846,0.5637355981442032,anomaly,0,0.33333334,0.33333334,0.33333334
