scenario_id,type,label,n_drones,n_nodes,n_edges_seq,n_edges_prox,n_edges_cov,n_edges_total,mean_node_anomaly,max_node_anomaly,pattern_pred,centroid_score,isoforest_score,knn_score,ensemble_score,interpretation,hdbscan_cluster,type_weight_seq,type_weight_prox,type_weight_cov
OVLP_035,coverage_overlap,coverage_overlap,4,37,66,904,62,1032,0.4971974492073059,0.4972688853740692,coverage_overlap,0.9990650170416421,0.9350677930798629,1.0,0.9737466223444378,critical,-1,0.33333334,0.33333334,0.33333334
OVLP_047,coverage_overlap,coverage_overlap,4,126,244,6806,450,7500,0.497233510017395,0.49727362394332886,coverage_overlap,1.0,1.0,0.8316048321461555,0.9494814496438466,critical,-1,0.33333334,0.33333334,0.33333334
OVLP_124,coverage_overlap,coverage_overlap,3,25,44,338,22,404,0.49723494052886963,0.4973699748516083,coverage_overlap,0.9419654128950294,0.9225359963643364,0.8429240092500013,0.9044812251892438,critical,-1,0.33333334,0.33333334,0.33333334
CONF_074,collision_risk,collision_risk,3,30,54,40,12,106,0.49729159474372864,0.4974357485771179,coverage_overlap,0.7205694047223766,0.8408720857284913,0.5160986565259317,0.707349252665889,critical,-1,0.33333334,0.33333334,0.33333334
CONF_116,collision_risk,collision_risk,4,93,178,120,24,322,0.4973859190940857,0.49748972058296204,coverage_overlap,0.5947838659233192,0.8312380455056746,0.08468603455123244,0.5363361883446353,anomaly,0,0.33333334,0.33333334,0.33333334
RLAY_100,relay_move,normal,4,178,348,730,16,1094,0.49746018648147583,0.4975029528141022,coverage_overlap,0.4339684821357542,0.663003866187681,0.0850247547203591,0.42089951753190635,caution,0,0.33333334,0.33333334,0.33333334
OVLP_110,coverage_overlap,coverage_overlap,3,162,318,2952,66,3336,0.4974522888660431,0.4975096583366394,coverage_overlap,0.44540638171589797,0.5555841803769493,0.15269316564285193,0.4016635363584047,caution,0,0.33333334,0.33333334,0.33333334
CONF_102,collision_risk,collision_risk,3,109,212,180,0,392,0.4973700940608978,0.49744075536727905,coverage_overlap,0.4200786516545883,0.6486590315814671,0.04629454160907034,0.3993755706116844,caution,1,0.33333334,0.33333334,0.33333334
CONF_013,collision_risk,collision_risk,3,73,140,32,4,176,0.49738359451293945,0.4974523186683655,coverage_overlap,0.43600438884550247,0.6152920053173898,0.07113870261076764,0.39825972956383693,caution,0,0.33333334,0.33333334,0.33333334
OVLP_010,coverage_overlap,coverage_overlap,3,28,50,352,14,416,0.4974754750728607,0.49756473302841187,coverage_overlap,0.4700249621497648,0.5790702315714114,0.08023106620554146,0.3967049011351564,caution,0,0.33333334,0.33333334,0.33333334
OVLP_072,coverage_overlap,coverage_overlap,4,195,382,4488,628,5498,0.49751320481300354,0.4975682199001312,coverage_overlap,0.38256713096948636,0.6468741788134422,0.05211167893474004,0.3891533144966448,caution,0,0.33333334,0.33333334,0.33333334
CONF_113,collision_risk,collision_risk,3,163,320,130,18,468,0.49737679958343506,0.4974006414413452,coverage_overlap,0.41783724210843554,0.60089968903303,0.06590661612617575,0.38548303308359544,caution,0,0.33333334,0.33333334,0.33333334
OVLP_098,coverage_overlap,coverage_overlap,5,112,214,720,8,942,0.49736204743385315,0.4974937438964844,coverage_overlap,0.36269617889786593,0.6444923945583423,0.05233477158371496,0.3823062429678112,caution,0,0.33333334,0.33333334,0.33333334
CONF_124,collision_risk,collision_risk,3,137,268,120,0,388,0.4974232017993927,0.49745070934295654,coverage_overlap,0.3372939036900174,0.5927516213532955,0.11836188072090155,0.3737973838645939,caution,1,0.33333334,0.33333334,0.33333334
CONF_081,collision_risk,collision_risk,3,71,136,4,0,140,0.4974069595336914,0.4974400997161865,coverage_overlap,0.3266114926121919,0.5650122091052171,0.16273462336765673,0.3728087184360414,caution,1,0.33333334,0.33333334,0.33333334
RLAY_090,relay_move,normal,3,128,250,24,0,274,0.49734821915626526,0.4974614083766937,coverage_overlap,0.41195524541554074,0.5558958430919625,0.08718155855988187,0.37209937842941176,caution,1,0.33333334,0.33333334,0.33333334
CONF_045,collision_risk,collision_risk,4,99,190,130,78,398,0.4974266588687897,0.4974994659423828,coverage_overlap,0.41605456910778954,0.5591094832262935,0.07161978149594675,0.36994609847163834,caution,0,0.33333334,0.33333334,0.33333334
COOP_031,cooperative_search,normal,4,133,258,174,8,440,0.49742448329925537,0.49754294753074646,coverage_overlap,0.4025786748211639,0.44441022445856815,0.20754991510687892,0.36080266676184014,caution,0,0.33333334,0.33333334,0.33333334
RLAY_104,relay_move,normal,3,225,444,974,8,1426,0.4974384307861328,0.4975380599498749,coverage_overlap,0.30203489190212535,0.5974624639651192,0.09762834512697566,0.35888395669477796,caution,0,0.33333334,0.33333334,0.33333334
RLAY_095,relay_move,normal,3,124,242,246,0,488,0.4973473846912384,0.49744123220443726,coverage_overlap,0.4014948213588581,0.5293938476554745,0.07019536792508531,0.35326459584737285,caution,1,0.33333334,0.33333334,0.33333334
