flying_misn_plan_id,work_plan_id,envr_lkot_job_id,wp_spot_id,flying_strt_dt,flying_end_dt,tot_flying_dstc,tot_flying_hh,work_stts_dvsn,arpln_id,arpln_cours_id,misn_reg_dt,misn_dvsn,flying_misn_dvsn,flying_plan_strt_dt,flying_plan_end_dt,plan_stts_cd,path_asgn_styl_dvsn,high,tot_dstc,pert_plan_hh,flying_misn_cmpl_yn,area_cd,opertr_id,memo,flying_date,flying_dvsn,job_dvsn,envr_work_stts_cd,wp_spot_target
MP2025111321,FP2025111321,EP20251113021,251113-Drone14_video,2025-11-13 16:16:11.171,2025-11-13 16:16:11.171,0,0,PLAN_APPLY,OC230101,"",2025-11-13 16:16:15.862,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111320,FP2025111320,EP20251113020,251113-Drone13_video,2025-11-13 16:15:58.369,2025-11-13 16:15:58.369,0,0,PLAN_APPLY,OC230101,"",2025-11-13 16:16:04.053,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111319,FP2025111319,EP20251113019,251113-Drone12_video,2025-11-13 16:15:41.739,2025-11-13 16:15:41.739,24.969999313354492,8.369999885559082,PLAN_APPLY,OC230101,"",2025-11-13 16:15:49.09,"","",,,PLAN_APPLY,"",,24.969999313354492,8.369999885559082,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111318,FP2025111318,EP20251113018,251113-Drone11_video,2025-11-13 16:15:21.325,2025-11-13 16:15:21.325,24.200000762939453,8.170000076293945,PLAN_APPLY,OC230101,"",2025-11-13 16:15:32.452,"","",,,PLAN_APPLY,"",,24.200000762939453,8.170000076293945,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111317,FP2025111317,EP20251113017,251113-Drone10_video,2025-11-13 16:15:05.536,2025-11-13 16:15:05.536,19.540000915527344,6.570000171661377,PLAN_APPLY,OC230101,"",2025-11-13 16:15:13.219,"","",,,PLAN_APPLY,"",,19.540000915527344,6.570000171661377,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111316,FP2025111316,EP20251113016,251113-Drone9_video,2025-11-13 16:14:32.305,2025-11-13 16:14:32.305,0,0,PLAN_APPLY,OC230101,"",2025-11-13 16:14:57.115,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111315,FP2025111315,EP20251113015,251113-Drone53_Final,2025-11-13 14:26:52.745,2025-11-13 14:26:52.745,0,0,PLAN_APPLY,OC230101,"",2025-11-13 14:26:56.845,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111314,FP2025111314,EP20251113014,251113-Drone52_Final,2025-11-13 14:26:38.641,2025-11-13 14:26:38.641,0,0,PLAN_APPLY,OC230101,"",2025-11-13 14:26:43.92,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111313,FP2025111313,EP20251113013,251113-Drone51_Final,2025-11-13 14:26:23.714,2025-11-13 14:26:23.714,0,0,PLAN_APPLY,OC230101,"",2025-11-13 14:26:30.009,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111312,FP2025111312,EP20251113012,251113-Drone53_Last,2025-11-13 14:17:50.032,2025-11-13 14:17:50.032,0,0,PLAN_APPLY,OC230101,"",2025-11-13 14:17:54.189,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111311,FP2025111311,EP20251113011,251113-Drone52_Last,2025-11-13 14:17:37.663,2025-11-13 14:17:37.663,0,0,PLAN_APPLY,OC230101,"",2025-11-13 14:17:42.008,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111310,FP2025111310,EP20251113010,251113-Drone51_Last,2025-11-13 14:17:22.268,2025-11-13 14:17:22.268,0,0,PLAN_APPLY,OC230101,"",2025-11-13 14:17:29.982,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111309,FP2025111309,EP20251113009,251113-Drone53,2025-11-13 11:38:57.244,2025-11-13 11:38:57.244,0,0,PLAN_APPLY,OC230101,"",2025-11-13 11:39:02.72,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111308,FP2025111308,EP20251113008,251113-Drone52,2025-11-13 11:38:44.082,2025-11-13 11:38:44.082,0,0,PLAN_APPLY,OC230101,"",2025-11-13 11:38:48.51,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111307,FP2025111307,EP20251113007,251113-Drone51,2025-11-13 11:38:29.887,2025-11-13 11:38:29.887,0,0,PLAN_APPLY,OC230101,"",2025-11-13 11:38:34.225,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111306,FP2025111306,EP20251113006,251113-Drone14_Daebudo,2025-11-13 11:10:48.954,2025-11-13 11:10:48.954,0,0,PLAN_APPLY,OC230101,"",2025-11-13 11:10:54.562,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111305,FP2025111305,EP20251113005,251113-Drone13_Daebudo,2025-11-13 11:10:30.05,2025-11-13 11:10:30.05,0,0,PLAN_APPLY,OC230101,"",2025-11-13 11:10:34.676,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111304,FP2025111304,EP20251113004,251113-Drone12_Daebudo,2025-11-13 11:10:03.573,2025-11-13 11:10:03.573,0,0,PLAN_APPLY,OC230101,"",2025-11-13 11:10:13.876,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111303,FP2025111303,EP20251113003,251113-Drone11_Daebudo,2025-11-13 11:09:47.598,2025-11-13 11:09:47.598,0,0,PLAN_APPLY,OC230101,"",2025-11-13 11:09:55.512,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111302,FP2025111302,EP20251113002,251113-Drone10_Daebudo,2025-11-13 11:09:21.284,2025-11-13 11:09:21.284,0,0,PLAN_APPLY,HE230102,"",2025-11-13 11:09:26.9,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111301,FP2025111301,EP20251113001,251113-Drone9_Daebudo,2025-11-13 11:08:45.979,2025-11-13 11:08:45.979,47.2599983215332,15.800000190734863,PLAN_APPLY,RO231100,"",2025-11-13 11:09:08.986,"","",,,PLAN_APPLY,"",,47.2599983215332,15.800000190734863,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111300,FP2025111300,EP20251113000,251113-Drone14_Daebudo,2025-11-13 10:52:58.334,2025-11-13 10:52:58.334,45.13999938964844,15,PLAN_APPLY,OC230101,"",2025-11-13 10:53:07.836,"","",,,PLAN_APPLY,"",,45.13999938964844,15,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111228,FP2025111228,EP20251112028,251112-Sudide_Drone_52,2025-11-12 16:12:11.712,2025-11-12 16:12:11.712,0,0,PLAN_APPLY,OC230101,"",2025-11-12 16:12:20.302,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111227,FP2025111227,EP20251112027,251112-Drone_51_daebudo,2025-11-12 16:10:11.885,2025-11-12 16:10:11.885,7.75,2.5999999046325684,PLAN_APPLY,OC230101,"",2025-11-12 16:10:25.949,"","",,,PLAN_APPLY,"",,7.75,2.5999999046325684,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111226,FP2025111226,EP20251112026,251112-Sudide_Drone_52,2025-11-12 14:57:26.96,2025-11-12 14:57:26.96,0,0,PLAN_APPLY,OC230101,"",2025-11-12 14:57:33.682,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111225,FP2025111225,EP20251112025,251112-TEST_drone20,2025-11-12 12:43:24.28,2025-11-12 12:43:24.28,0,0,PLAN_APPLY,RO231100,"",2025-11-12 12:43:29.622,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111224,FP2025111224,EP20251112024,251112-Daebudo_Drone20_Last,2025-11-12 12:39:35.778,2025-11-12 12:39:35.778,0,0,PLAN_APPLY,RO231100,"",2025-11-12 12:39:41.896,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111223,FP2025111223,EP20251112023,251112-Daebudo_Drone20_Last,2025-11-12 12:17:29.784,2025-11-12 12:17:29.784,0,0,PLAN_APPLY,RO231100,"",2025-11-12 12:17:55.664,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111222,FP2025111222,EP20251112022,251112-Daebudo_Drone20_Last,2025-11-12 12:15:00.176,2025-11-12 12:15:00.176,0,0,PLAN_APPLY,RO231100,"",2025-11-12 12:15:05.433,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111221,FP2025111221,EP20251112021,251112-Daebudo_Drone20_Last,2025-11-12 12:12:31.963,2025-11-12 12:12:31.963,0.5600000023841858,0.20000000298023224,PLAN_APPLY,RO231100,"",2025-11-12 12:12:40.263,"","",,,PLAN_APPLY,"",,0.5600000023841858,0.20000000298023224,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111220,FP2025111220,EP20251112020,251112-Daebudo_Drone20_Last,2025-11-12 12:08:26.969,2025-11-12 12:08:26.969,0,0,PLAN_APPLY,RO231100,"",2025-11-12 12:08:34.387,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111219,FP2025111219,EP20251112019,251112-Daebudo_Drone_20,2025-11-12 12:04:42.897,2025-11-12 12:04:42.897,0,0,PLAN_APPLY,RO231100,"",2025-11-12 12:04:52.433,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111218,FP2025111218,EP20251112018,251112-Daebudo_Drone20,2025-11-12 11:57:53.834,2025-11-12 11:57:53.834,0.6399999856948853,0.20000000298023224,PLAN_APPLY,RO231100,"",2025-11-12 11:58:06.404,"","",,,PLAN_APPLY,"",,0.6399999856948853,0.20000000298023224,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111217,FP2025111217,EP20251112017,251112-Daebudo_Drone20_Last,2025-11-12 11:47:48.742,2025-11-12 11:47:48.742,0,0,PLAN_APPLY,OC230101,"",2025-11-12 11:47:56.108,"","",,,PLAN_APPLY,"",,0,0,"","",OP2020051102,"",,REGULATION,UNTREATED,"",AIR
MP2025111216,FP2025111216,EP20251112016,251112-Daebudo_Drone20_Last,2025-11-12 11:44:30.225,2025-11-12 11:44:30.225,0.3100000023841858,0.10000000149011612,PLAN_APPLY,RO231100,"",2025-11-12 11:44:41.363,"","",,,PLAN_APPLY,"",,0.3100000023841858,0.10000000149011612,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111215,FP2025111215,EP20251112015,251112-Daebudo_Drone_20,2025-11-12 11:33:15.644,2025-11-12 11:33:15.644,3.569999933242798,1.2000000476837158,PLAN_APPLY,RO231100,"",2025-11-12 11:33:31.52,"","",,,PLAN_APPLY,"",,3.569999933242798,1.2000000476837158,"","",OP2019042200,"",,REGULATION,UNTREATED,"",AIR
MP2025111214,FP2025111214,EP20251112014,251112-Daebudo_Drone11_Last,2025-11-12 11:30:14.228,2025-11-12 11:30:14.228,0,0,PLAN_APPLY,OC230101,"",2025-11-12 11:30:24.114,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111213,FP2025111213,EP20251112013,251112-Daebudo_Drone10_Last,2025-11-12 11:29:48.839,2025-11-12 11:29:48.839,44.459999084472656,14.960000038146973,PLAN_APPLY,OC230101,"",2025-11-12 11:29:59.614,"","",,,PLAN_APPLY,"",,44.459999084472656,14.960000038146973,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111212,FP2025111212,EP20251112012,251112-Daebudo_Drone9_Last,2025-11-12 11:29:31.97,2025-11-12 11:29:31.97,0,0,PLAN_APPLY,RO231100,"",2025-11-12 11:29:40.334,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111211,FP2025111211,EP20251112011,251112-Daebudo_Drone14,2025-11-12 11:12:33.791,2025-11-12 11:12:33.791,0,0,PLAN_APPLY,OC230101,"",2025-11-12 11:12:40.195,"","",,,PLAN_APPLY,"",,0,0,"","",OP2020051100,"",,REGULATION,UNTREATED,"",AIR
MP2025111210,FP2025111210,EP20251112010,251112-Daebudo_Drone13,2025-11-12 11:12:21.805,2025-11-12 11:12:21.805,0,0,PLAN_APPLY,OC230101,"",2025-11-12 11:12:25.714,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111209,FP2025111209,EP20251112009,251112-Daebudo_Drone12,2025-11-12 11:11:57.752,2025-11-12 11:11:57.752,47.38999938964844,15.859999656677246,PLAN_APPLY,RO231100,"",2025-11-12 11:12:10.545,"","",,,PLAN_APPLY,"",,47.38999938964844,15.859999656677246,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111208,FP2025111208,EP20251112008,251112-Daebudo_Drone11,2025-11-12 10:58:56.663,2025-11-12 10:58:56.663,43.52000045776367,14.5600004196167,PLAN_APPLY,OC230101,"",2025-11-12 10:59:03.071,"","",,,PLAN_APPLY,"",,43.52000045776367,14.5600004196167,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111207,FP2025111207,EP20251112007,251112-Daebudo_Drone10,2025-11-12 10:58:41.87,2025-11-12 10:58:41.87,38.09000015258789,12.760000228881836,PLAN_APPLY,OC230101,"",2025-11-12 10:58:49.307,"","",,,PLAN_APPLY,"",,38.09000015258789,12.760000228881836,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111206,FP2025111206,EP20251112006,251112-Daebudo_Drone9,2025-11-12 10:58:28.206,2025-11-12 10:58:28.206,0,0,PLAN_APPLY,RO231100,"",2025-11-12 10:58:33.668,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111205,FP2025111205,EP20251112005,251112-Daebudo_drone10,2025-11-12 10:42:15.199,2025-11-12 10:42:15.199,0,0,PLAN_APPLY,OC230101,"",2025-11-12 10:42:19.66,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111204,FP2025111204,EP20251112004,251112-Daebudo_drone11,2025-11-12 10:40:07.83,2025-11-12 10:40:07.83,0,0,PLAN_APPLY,RO231100,"",2025-11-12 10:40:12.032,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111203,FP2025111203,EP20251112003,251112-Daebudo_drone9,2025-11-12 10:39:20.978,2025-11-12 10:39:20.978,0,0,PLAN_APPLY,RO231100,"",2025-11-12 10:39:25.8,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019042200,"",,REGULATION,UNTREATED,"",AIR
MP2025111202,FP2025111202,EP20251112002,251112-Drone14,2025-11-12 10:18:39.929,2025-11-12 10:18:39.929,0,0,PLAN_APPLY,RO231100,"",2025-11-12 10:18:45.275,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019042200,"",,REGULATION,UNTREATED,"",AIR
MP2025111201,FP2025111201,EP20251112001,251112-Drone14,2025-11-12 09:53:33.254,2025-11-12 09:53:33.254,0,0,PLAN_APPLY,RO231100,"",2025-11-12 09:53:38.348,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019042200,"",,REGULATION,UNTREATED,"",AIR
MP2025111200,FP2025111200,EP20251112000,251112-dabudo_Drone_13_Test,2025-11-12 09:44:25.459,2025-11-12 09:44:25.459,0,0,PLAN_APPLY,RO231100,"",2025-11-12 09:44:31.474,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111116,FP2025111116,EP20251111016,251111-IBS_Drone12_test4,2025-11-11 13:57:55.222,2025-11-11 13:57:55.222,37.619998931884766,12.609999656677246,PLAN_APPLY,OC230101,"",2025-11-11 13:58:12.817,"","",,,PLAN_APPLY,"",,37.619998931884766,12.609999656677246,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111115,FP2025111115,EP20251111015,251111-IBS_Drone14_test6,2025-11-11 13:48:58.903,2025-11-11 13:48:58.903,28.299999237060547,9.510000228881836,PLAN_APPLY,OC230101,"",2025-11-11 13:49:11.164,"","",,,PLAN_APPLY,"",,28.299999237060547,9.510000228881836,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111114,FP2025111114,EP20251111014,251111-IBS_Drone13_test5,2025-11-11 13:48:38.903,2025-11-11 13:48:38.903,0,0,PLAN_APPLY,OC230101,"",2025-11-11 13:48:48.321,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111113,FP2025111113,EP20251111013,251111-IBS_Drone12_test4,2025-11-11 13:48:16.846,2025-11-11 13:48:16.846,37.619998931884766,12.609999656677246,PLAN_APPLY,RO231100,"",2025-11-11 13:48:28.791,"","",,,PLAN_APPLY,"",,37.619998931884766,12.609999656677246,"","",OP2019042200,"",,REGULATION,UNTREATED,"",AIR
MP2025111112,FP2025111112,EP20251111012,251111-IBS_Drone10_test2,2025-11-11 13:32:12.123,2025-11-11 13:32:12.123,29.360000610351562,9.8100004196167,PLAN_APPLY,OC230101,"",2025-11-11 13:32:23.392,"","",,,PLAN_APPLY,"",,29.360000610351562,9.8100004196167,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111111,FP2025111111,EP20251111011,251111-IBS_Drone11_test3,2025-11-11 13:25:47.216,2025-11-11 13:25:47.216,0,0,PLAN_APPLY,VT230302,"",2025-11-11 13:25:55.17,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111110,FP2025111110,EP20251111010,251111-IBS_Drone10_test2,2025-11-11 13:24:57.944,2025-11-11 13:24:57.944,29.360000610351562,9.819999694824219,PLAN_APPLY,OC230101,"",2025-11-11 13:25:08.239,"","",,,PLAN_APPLY,"",,29.360000610351562,9.819999694824219,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111109,FP2025111109,EP20251111009,251111-Drone_20_Alt_50m_,2025-11-11 13:16:20.007,2025-11-11 13:16:20.007,34.63999938964844,11.609999656677246,PLAN_APPLY,RO231100,"",2025-11-11 13:16:31.993,"","",,,PLAN_APPLY,"",,34.63999938964844,11.609999656677246,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111107,FP2025111107,EP20251111007,251111-IBS_Drone9_test1,2025-11-11 13:13:24.824,2025-11-11 13:13:24.824,24.739999771118164,8.300000190734863,PLAN_APPLY,RO231100,"",2025-11-11 13:13:36.535,"","",,,PLAN_APPLY,"",,24.739999771118164,8.300000190734863,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111108,FP2025111108,EP20251111008,251111-IBS_Drone9_test1,2025-11-11 13:13:24.824,2025-11-11 13:13:24.824,24.739999771118164,8.300000190734863,PLAN_APPLY,RO231100,"",2025-11-11 13:13:36.585,"","",,,PLAN_APPLY,"",,24.739999771118164,8.300000190734863,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111106,FP2025111106,EP20251111006,251111-Drone_20_Alt_50m_,2025-11-11 11:28:11.403,2025-11-11 11:28:11.403,1.690000057220459,0.6299999952316284,PLAN_APPLY,HE230102,"",2025-11-11 11:28:19.61,"","",,,PLAN_APPLY,"",,1.690000057220459,0.6299999952316284,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111105,FP2025111105,EP20251111005,251111-IBS_Drone14_test6,2025-11-11 11:27:57.056,2025-11-11 11:27:57.056,28.299999237060547,9.5,PLAN_APPLY,HE230102,"",2025-11-11 11:28:03.695,"","",,,PLAN_APPLY,"",,28.299999237060547,9.5,"","",OP2019042200,"",,REGULATION,UNTREATED,"",AIR
MP2025111104,FP2025111104,EP20251111004,251111-IBS_Drone13_test5,2025-11-11 11:27:44.539,2025-11-11 11:27:44.539,0,0,PLAN_APPLY,OC230101,"",2025-11-11 11:27:48.737,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111103,FP2025111103,EP20251111003,251111-IBS_Drone12_test4,2025-11-11 11:27:04.142,2025-11-11 11:27:04.142,37.619998931884766,12.600000381469727,PLAN_APPLY,VT230302,"",2025-11-11 11:27:12.245,"","",,,PLAN_APPLY,"",,37.619998931884766,12.600000381469727,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111102,FP2025111102,EP20251111002,251111-IBS_Drone11_test3,2025-11-11 11:26:22.577,2025-11-11 11:26:22.577,0,0,PLAN_APPLY,RO231100,"",2025-11-11 11:26:28.652,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111101,FP2025111101,EP20251111001,251111-IBS_Drone10_test2,2025-11-11 11:26:07.945,2025-11-11 11:26:07.945,29.360000610351562,9.800000190734863,PLAN_APPLY,RO231100,"",2025-11-11 11:26:12.967,"","",,,PLAN_APPLY,"",,29.360000610351562,9.800000190734863,"","",OP2019042200,"",,REGULATION,UNTREATED,"",AIR
MP2025111100,FP2025111100,EP20251111000,251111-IBS_Drone9_test1,2025-11-11 11:25:52.333,2025-11-11 11:25:52.333,24.739999771118164,8.399999618530273,PLAN_APPLY,OC230101,"",2025-11-11 11:26:00.906,"","",,,PLAN_APPLY,"",,24.739999771118164,8.399999618530273,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111011,FP2025111011,EP20251110011,251110-Sondo_test6,2025-11-10 16:00:11.783,2025-11-10 16:00:11.783,0,0,PLAN_APPLY,RO231100,"",2025-11-10 16:00:16.991,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019042200,"",,REGULATION,UNTREATED,"",AIR
MP2025111010,FP2025111010,EP20251110010,251110-SonDong_Drone_12,2025-11-10 15:58:50.084,2025-11-10 15:58:50.084,34.63999938964844,11.609999656677246,PLAN_APPLY,RO231100,"",2025-11-10 15:59:05.929,"","",,,PLAN_APPLY,"",,34.63999938964844,11.609999656677246,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111009,FP2025111009,EP20251110009,251110-SonDong_Drone_12,2025-11-10 15:38:07.818,2025-11-10 15:38:07.818,0,0,PLAN_APPLY,RO231100,"",2025-11-10 15:38:11.658,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019042200,"",,REGULATION,UNTREATED,"",AIR
MP2025111008,FP2025111008,EP20251110008,251110-Sondo_test6,2025-11-10 15:30:43.792,2025-11-10 15:30:43.792,0,0,PLAN_APPLY,OC230101,"",2025-11-10 15:30:47.896,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111007,FP2025111007,EP20251110007,251110-Sondo_test5,2025-11-10 15:30:30.197,2025-11-10 15:30:30.197,32.369998931884766,10.8100004196167,PLAN_APPLY,RO231100,"",2025-11-10 15:30:35.182,"","",,,PLAN_APPLY,"",,32.369998931884766,10.8100004196167,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111006,FP2025111006,EP20251110006,251110-Sondo_test4,2025-11-10 15:30:16.169,2025-11-10 15:30:16.169,34.970001220703125,11.609999656677246,PLAN_APPLY,RO231100,"",2025-11-10 15:30:22.35,"","",,,PLAN_APPLY,"",,34.970001220703125,11.609999656677246,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111005,FP2025111005,EP20251110005,251110-Sondo_Test_3,2025-11-10 14:53:34.97,2025-11-10 14:53:34.97,0,0,PLAN_APPLY,RO231100,"",2025-11-10 14:53:38.479,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111004,FP2025111004,EP20251110004,251110-Sondo_Test_2,2025-11-10 14:53:18.062,2025-11-10 14:53:18.062,0,0,PLAN_APPLY,OC230101,"",2025-11-10 14:53:23.799,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025111003,FP2025111003,EP20251110003,251110-Sondo_Test_1,2025-11-10 14:53:05.302,2025-11-10 14:53:05.302,31.90999984741211,10.720000267028809,PLAN_APPLY,OC230101,"",2025-11-10 14:53:10.789,"","",,,PLAN_APPLY,"",,31.90999984741211,10.720000267028809,"","",OP2020051102,"",,REGULATION,UNTREATED,"",AIR
MP2025111002,FP2025111002,EP20251110002,251110-Droneway-Name,2025-11-10 14:01:42.778,2025-11-10 14:01:42.778,52.88999938964844,17.600000381469727,PLAN_APPLY,RO231100,"",2025-11-10 14:01:50.811,"","",,,PLAN_APPLY,"",,52.88999938964844,17.600000381469727,"","",OP2019042200,"",,REGULATION,UNTREATED,"",AIR
MP2025111001,FP2025111001,EP20251110001,251110-Etri_Test,2025-11-10 10:51:37.669,2025-11-10 10:51:37.669,0,0,PLAN_APPLY,OC230101,"",2025-11-10 10:51:42.756,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025111000,FP2025111000,EP20251110000,251110-Area ID,2025-11-10 10:51:25.059,2025-11-10 10:51:25.059,70.93000030517578,23.65999984741211,PLAN_APPLY,RO231100,"",2025-11-10 10:51:30.625,"","",,,PLAN_APPLY,"",,70.93000030517578,23.65999984741211,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025110302,FP2025110302,EP20251103002,251103-gongter,2025-11-03 14:28:14.712,2025-11-03 14:28:14.712,9.720000267028809,3.359999895095825,PLAN_APPLY,OC230101,"",2025-11-03 14:28:28.648,"","",,,PLAN_APPLY,"",,9.720000267028809,3.359999895095825,"","",OP2019062002,"",,REGULATION,UNTREATED,"",AIR
MP2025110301,FP2025110301,EP20251103001,251103-TEST1,2025-11-03 12:30:33.53,2025-11-03 12:30:33.53,0,0,PLAN_APPLY,RO231100,"",2025-11-03 12:30:42.042,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019062000,"",,REGULATION,UNTREATED,"",AIR
MP2025110300,FP2025110300,EP20251103000,251103-IBS_Test1,2025-11-03 11:20:34.909,2025-11-03 11:20:34.909,0,0,PLAN_APPLY,RO231100,"",2025-11-03 11:20:39.817,"","",,,PLAN_APPLY,"",,0,0,"","",OP2019042200,"",,REGULATION,UNTREATED,"",AIR
